sorszam,kod,rovid_nev,nev,iranyitoszam,varos,utca,telefon1,telefon2,telefon3,email,web,kulfoldi,ugyintezo,vevo_fokonyv,szallito_fokonyv,adoszam,vevo_tartozik,vevo_kovetel,szallito_tartozik,szallito_kovetel,maganjellegu,nev2,nev3,telefon4,vezeto,ugyintezo2,levelcim,level_irszam,level_varos,level_utca,level_szoveg,level_megjegyzes1,level_megjegyzes2,telefon1_tipus_sorszam,telefon2_tipus_sorszam,telefon3_tipus_sorszam,telefon4_tipus_sorszam,orszag,forma,telefon1_tipus,telefon2_tipus,telefon3_tipus,telefon4_tipus,telefon1_tipus_nev,telefon2_tipus_nev,telefon3_tipus_nev,telefon4_tipus_nev,vevo_fok,vevo_fok_nev,vevo_szamlatipus,szallito_fok,szallito_fok_nev,szall_szamlatipus,kulso_kod,jelleg_kod,jelleg_nev,jelleg,tipus_kod,tipus_nev,tipus,gln,vpid
5407,100315,Beke István,Beke István,2750,Nagykõrös,Zsíros Dûlõ 13.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5408,100316,Békés-Chemol Kft.,Békés-Chemol Kft.,5600,Békéscsaba,Szarvasi út 79/1,66/448-300,66/527-525,30/228-8003,,,0,66/527-527 pénzügy,,,11921666204,,,,,0,,,30/2070111 dévai,,,0,,,,,,,1,2,,,,,01,02,,,Hivatali telefon,Hivatali fax,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5409,100317,Békéscsabai Agroker ,Békéscsabai Agroker Rt,5600,Békéscsaba,Szerdahelyi u.14.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5410,100318,Belügyminisztérium,Belügyminisztérium,1848,Budapest,,,,,,,0,,,,15311605241,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5411,100319,Belk Ferencné,Belk Ferencné,5800,Mezõkovácsháza,Kossuthu.181,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5412,100320,Bencsik Jenõ,Bencsik Jenõ,6031,Szentkirály,Arany J u. 6.,0620/942-42-19,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,,,,,,,,
5413,100321,Bencsik Mihályné,Bencsik Mihályné,6647,Csanytelek,Botond u. 3.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5414,100322,Bende-Stáb Kft,Bende-Stáb Ép.ip. és Szolg. Kft,6000,Kecskemét,Kiskõrösi u.12,76/501-480,Fax: 76/501-483,,,,0,,,,10368262203,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5415,100323,Szénási Edit EV,Szénási Edit,6000,Kecskemét,Március 15. u. 64. III./8.,,,,,,0,,,,44171337123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5416,100324,Benedek Gyula,Benedek Gyula,6120,Kiskunmajsa,Konyha D. 83/a.,77/482-662,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5417,100325,Benedek Izabella Gaz,Benedek Izabella Gazdabolt,2646,Drégelypalánk,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5418,100326,Benedek Lajos,Benedek Lajos,6640,Csongrád,Vasvári u. 39,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5419,100327,Benics Sándor,Benics Sándor,6085,Fülöpszállás,Kutlen u.14.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5420,100328,Benkovics József,Benkovics József,6097,Kunadacs,Petõfi u. 9.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5421,100329,Benkovics Zoltán,Benkovics Zoltán,6097,Kunadacs,Kossuth u. 15.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5422,100330,Benkõ Gábor,Benkõ Gábor,6100,Kiskunfélegyháza,Szendrei u. 9.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5423,100331,Bense István,Bense István,6114,Bugac,Fenyõ u. 32,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5424,100332,Szöllõsi László,Szöllõsi László,6456,Madaras,Kinizsi u.20,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5425,100333,Benzol Mûanyagipari ,Benzol Mûanyagipari Kft.,6000,Kecskemét,Katonatelep Vasút u.l.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5426,100334,Bera András,Bera András,6120,Kiskunmajsa,tfa u.241,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5427,100335,Bereczki Ferenc Váll,Bereczki Ferenc Vállalakozó,5630,Békés,Bocskai u. 3.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5428,100336,Bereczki Péter,Bereczki Péter,4064,Nagyhegyes,Rózsa F. u. 2.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5429,100337,Berekszászi Csaba,Berekszászi Csaba,6100,Kiskunfélegyháza,Dr Holló lajos u..u.59,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5430,100338,Berekszászi Józsefné,Berekszászi Józsefné,6033,Városföld,Petõfi u.24.,06704535713,,,,,0,,1091,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,311,Belföldi követelések,3,,,,,INT,Integrációs,2,T,Termelõ,57,,
13233,100339,Gyöngysziget Kft,Gyöngysziget Kft.,6527,Nagybaracska,Szabadság tér 13.,79/361377,30/2782078,csak kp-re,,,0,,,,,,,,,0,,,,Nagy Zoltán 30/2782-078,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,NRM,Normál,1,Ü,Üzem,59,,
5432,100340,Bereményi Sándor,Bereményi Sándor,6098,Tass,Szechenyi u.60,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5433,100341,Berente Antal,Berente Antal,2750,Nagykõrös,Alsójárás dûlõ 16.,30/4283-440,,,bcrtrade@gmail.com,,0,,,,44019853133,,,,,0,,,,Berente Antal,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,INTÕ,Integrációs õstermelõ,3,T,Termelõ,57,,
5434,100342,Kósa Sándor,Kósa Sándor,2750,Nagykõrös,Okt.23 tér 4 ép. földszint 11.,,,,,,0,,1091,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,311,Belföldi követelések,3,,,,,NRM,Normál,1,T,Termelõ,57,,
5435,100343,Berente Ferenc,Berente Ferenc János,6041,Kerekegyháza,Göbölykútidûlõ,,,,,,0,,,,75753308123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5436,100344,Berente János,Berente János,6078,Jakabszállás,Petõfi u.24.,,,,,,0,,,,75779553123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5437,100345,Berente Mária,Berente Mária,6041,Kerekegyháza,Rákóczi u. 84.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5439,100347,Sánta Péter,Sánta Péter,2750,Nagykõrös,Jázmin u.4.,30/2079137,,,,,0,,1091,,63881657233,,,,,0,,,,,,0,,,,,,,,,,,1,,,,,,,,,,311,Belföldi követelések,3,,,,,NRM,Normál,1,T,Termelõ,57,,
5440,100348,Béres Sped Kft,Béres Sped Kft,6034,Helvécia,Gazdasgi D.11,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5441,100349,Szûcs Gábor,Szûcs Gábor,6080,Szabadszállás,Köztemetõ u.41.,06-20/4657-267,,,,,0,,,,75890717123,,,,,0,,,,,,0,,,,,,1584828,5,,,,1,,05,,,,Rádiótelefon,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5442,100350,Bér-Flex Bt,Bér-Flex Bt,6000,Kecskemét,Csongrádi u.64.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5443,100351,Berkes István,Berkes István,5440,Kunszentmárton,Irnyi u.13.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5444,100352,Berkesné Kohon Gabri,Berkesné Kohon Gabriella,5440,Kunszentmárton,Irnyi u.13.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5445,100353,Bermuda,Bermuda,2724,Újlengyel,PetõfiS.u.32/A,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5446,100354,Bernát Imre,Bernát Imre,6090,Kunszentmiklós,Domján u.7,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5447,100355,Berta és Fia Bt.,Berta és Fia Bt.,6344,Hajós,Ady u. 4.,20/209-68-48,78/504-681,,,,0,,,,,,,,,0,,,,,,0,,,,,,,5,1,,,,,05,01,,,Rádiótelefon,Hivatali telefon,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5448,100356,Berta József,Berta József,2340,Kiskunlacháza,Határ t. 10/a,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5449,100357,Bertók Tamás,Bertók Tamás vállalkozó,4300,Nyírbátor,Árpád út 156.,42/282-001,20/9-370-355,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5450,100358,Bertus Józsefné,Bertus Józsefné,6116,Fülöpjakab,Templom u. 19.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,Termelõ,57,,
5451,100359,Bertus Lajos,Bertus Lajos,6640,Csongrád,Hársfa u. 61.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5452,100360,Bertus Sándor,Bertus Sándor,6116,Fülöpjakab,T.240.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5453,100361,Kovács Istvánné,Kovács Istvánné,6066,Tiszaalpár,Vasút körzet 26.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5454,100362,Bessenyi György,Bessenyi György,6050,Lajosmizse,Szent L.u.42,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5455,100363,Besze Lajos,Besze Lajos,6114,Bugac,Rákóczi t 34.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5456,100364,Beszerszolg Szövetke,Beszerszolg Szövetkezet,6033,Városföld,II.körzet 38.,70/453-52-22,,,,,0,,,,11839185203,,,,,0,,,,Domján Gergely,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5457,100365,Beton-Star Kft.,Beton-Star Kft.,6000,Kecskemét,Zsigmond u. 119,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5458,100366,Bibok János,Bibok János,6078,Jakabszállás,T.176.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5459,100367,Bíbor Kft.,Bíbor Kft.,6120,Kiskunmajsa,Iparhegyi u.53.,30/9531310,77/482-085,,,,0,,,,11371621203,,,,,0,,Hegedus László,,,,0,,,,,,,1,4,,,,,01,04,,,Hivatali telefon,Otthoni fax,,,,,,,,,,NRM,Normál,1,Ü,Üzem,59,,
5460,100368,Bíborka Kft.,Bíborka Kft.,6600,Szentes,Széchenyi u.33.,30-9452016,63/312884,,,,0,Kuller László Ügyvezeto,,,13086950206,,,,,0,,,,,,0,,,,,,,,2,,,,,,02,,,,Hivatali fax,,,,,,,,,,,,,,,,,
5461,100369,Juhász János,Juhász János,2163,Vácrátót,Hunyadi u.11.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5462,100370,Bige Holding Kft Ker,Bige Holding Kft Ker.Igazgatóság,5000,Szolnok,Tószegi u.51.  Pf.1.,56/505-800,56/505-870,56/505-850,,,0,Tánczos Györgyné  56/505-850,,,,,,,,0,,,,Pénzügy:  56/505-823 ,"Kiss Gabriella 56/505-860,Szabó Gyuláné 56/505-838",0,,,,,,,1,2,1,,,,01,02,01,,Hivatali telefon,Hivatali fax,Hivatali telefon,,,,,,,,,,,,,,,,
5463,100371,Nagy Miklós,Nagy Miklós,2711,Tápiószentmárton,Mátyás király u.6.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5464,100372,Bihal László,Bihal László,6100,Kiskunfélegyháza,Sas u. 21.,30/507-4439,,,,,0,,,,65303775123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5465,100373,Bihari Péter,Bihari Péter,6100,Kiskunfélegyháza,I.körz. 105/a.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5466,100374,Bilia Építõipariker,Bilia Építõgépkereskedelmi Kft.,1141,Budapest,Fogarasi út 197/E,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5467,100375,Bilicke Kft,Bilicke Kft,6114,Bugac,Fels?monostor 156,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5468,100376,Bimbó Jánosné ev,Bimbó Jánosné ev.,6000,Kecskemét,Dobó krt. 7,76/327-294,76/322-393,,,,0,,,,43611311223,,,,,0,,,,,,0,,,,,,,1,2,,,1,,01,02,,,Hivatali telefon,Hivatali fax,,,,,,,,,,,,,,,,,
13232,100377,Nádvár Kft.,Nádvár Kft.,6345,Nemesnádudvar,Petõfi u. 70.,79/475-122,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,,,,,,,,
5470,100378,Bíró György,Bíró György,2700,Cegléd,Malom u. 18.,06-30/339-09-72,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5471,100379,Hóra Mihály,Hóra Mihály,5465,Cserkeszõlõ,Szabadság u.23.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5472,100380,Vizi László,Vizi László,5100,Jászberény,Telep út 5.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5473,100381,Bi-Ser Húsért Kft.,Bi-Ser Húsért Kft.,7050,Paks-Biritó,,30/901-72-29,,,,,0,,,,10691933217,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5474,100382,Bitó Pál,Bitó Pál,6760,Kistelek,Arany J.u.59.,,,,,,0,,,,76035894126,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5475,100383,Bitó Farm Kft.,Bitó Farm Kft.,6764,Balástya,T.81.,06-70/502-54-27,62/278-114,,,,0,,,,22667300206,,,,,0,,,,,,0,,,,,,,5,2,,,,,05,02,,,Rádiótelefon,Hivatali fax,,,,,,,,,,,,,,,,,
5476,100384,Béja János,Béja János,2750,Nagykõrös,Bálvány u.58.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5477,100385,Ulviczki Péter,Ulviczki Péter,2440,Százhalombatta,Ady E.u.13. II.8.,,,,,,0,,1091,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,311,Belföldi követelések,3,,,,,NRM,Normál,1,T,Termelõ,57,,
5478,100386,Xanthium Kft,Xanthium Kft,6200,Kiskõrös,külterület,704535566 dulai jáno,78/413-898,78/513-899,,,0,,,,12824919203,,,,,0,,,30/205-2045,,,0,,,,,,,5,1,2,,,,05,01,02,,Rádiótelefon,Hivatali telefon,Hivatali fax,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5479,100387,Blága Antal,Blága Antal,6200,Kiskõrös,József A. u.74,06-78/312-800,06-20/66-91-901,,,,0,,,,,,,,,0,,,,,,0,,,,,,,3,5,,,,,03,05,,,Otthoni telefon,Rádiótelefon,,,,,,,,,,,,,,,,,
5480,100388,Blágn Dr. Bodicsi Er,Blágn Dr. Bodicsi Erzsébet,6200,Kiskõrös,József A.74,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5481,100389,Bikom-Speed Kft,Bikom-Speed Kft,4622,Komoró,Petõfi út 47.,,,,,,0,,,,11251327215,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,Ü,Üzem,59,,
5482,100390,Bobolk Balázs,Bobolk Balázs,2370,Dabas,Mária F u.6,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5483,100391,Bocskai Sándor,Bocskai Sándor,5310,Kisújszállás,Kigyó u. 46/b.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5484,100392,Volter Gábor,Volter Gábor,5000 ,Szolnok,Petõfi út 17.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5485,100393,Bódogh Sándor,Bódogh Sándor,6000,Kecskemét,Tél u. 1.,,,,,,0,,,,44057493223,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5486,100394,Bodor Balázs,Bodor Balázs,6000,Kecskemét,Nyíl u.26.,20/34-18-780,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5487,100395,Bodor József,Bodor József,6120,Kiskunmajsa,Bajcsy Zs. u.14.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488,100396,Bogdán Tibor Gazdabo,Bogdán Tibor Gazdabolt,2700,Cegléd,Bajcsy Zs.tér 3.,53/310-215,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5489,100397,Bognár-Boris Kft,Bognár-Boris Kft,1012,Budapest,Logodi u. 35. II/14. ,30/472-77-60,növényvédõsük,,,,0,,,,11873350241,,,,,0,,,,,"6400 Kiskunhalas, Alsó szállás 170. SZÁLLÍTANI",1,6400,Kiskunhalas,Alsó szállás 170.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5490,100398,Bogner és Társa,Bogner és Társa,6000,Kecskemét,Jókai u.47,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5491,100399,Bojtos János Tibor,Bojtos János Tibor,2755,Kocsér,Szabadság u.27,53/359-850,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5492,100400,Csernák István,Csernák István,2163,Vácrátót,Bajcsy Zs.u.35.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5493,100401,Bokk-Net Kft.,Bokk-Net Kft.,2500,Esztergom,Kossuth L.u.75,33/428-130,33/428-128,33/428-129,,,0,,,,,,,,,0,,,20/9-163-098,Mikus László,,0,,,,,,,2,1,1,5,,,02,01,01,05,Hivatali fax,Hivatali telefon,Hivatali telefon,Rádiótelefon,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5494,100402,Boldog Miklós,Boldog Miklós,6647,Csanytelek,Botond utca 7.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5495,100403,Boldog Sándor,Boldog Sándor,6647,Csanytelek,Botond u. 13,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5496,100404,Bólyi Agrokémia Kft.,Bólyi Agrokémiai Kft.,7754,Bóly,054/1 hrsz. Pf:37,06-69/368-190,06-69/369-685 fax is,BMR gépi megr szám!,,,0,Schuszter Ágnes 30/979-5589,,,10269651202,,,,,0,,,,,Pógyor Zsolt   30/631-1638,0,,,,,,,1,2,,,,,01,02,,,Hivatali telefon,Hivatali fax,,,,,,,,,,,,,,,,,
5497,100405,Bomarket Kft.,Bomarket Kft.,6000,Kecskemét,Talfája 304,76/402-168,30/968-7896,,,,0,,,,11376585203,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,Ü,Üzem,59,,
5498,100406,Szerencsés József,Szerencsés József,2163,Vácrátót,Szabadság u.31.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5499,100407,Bora Bt.,Bora Bt.,6435,Kunbaja,Szabadság Tér 12.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5500,100408,Borbás Farm Bt,Borbás Farm Bt,6000,Kecskemét,Kiskõrösi t 12.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5501,100409,Borbás Sándor,Borbás Sándor,2310,Szigetszentmiklós,Thököly u 38/B,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5502,100410,Borbély Antalné tüzé,Borbély Antalné tüzép,6115,Kunszállás,Zrinyi u.9.,20-4348460,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5503,100411,Borbély Istvánné,Borbély Istvánné,6320,Solt,Kecskeméti út 32.,30/9-381-516,78/486-020  Solt,78/437-067 Dunavecse,,,0,,,,43817720223,,,,,0,,,30/3719-702,,,0,,,,,,,5,1,1,,,,05,01,01,,Rádiótelefon,Hivatali telefon,Hivatali telefon,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5504,100412,Borbély Károly,Borbély Károly,6035,Ballószög,V. ker 163,30/635-4197,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5505,100413,Kardos János,Kardos János,5465,Cserkeszõlõ,Pintér d.6.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5506,100414,Borbola Mihály,Borbola Mihály,6764,Balástya,Klapka u.9,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5507,100415,Borda Antal,Borda Antal,6647,Csanytelek,Pusztaszeri u. 68.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5508,100416,Borda Lajos,Borda Lajos,6647,Csanytelek,Budai Nagy Antal u.5.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5509,100417,Borda Sándor,Borda Sándor,6762,Sándorfalva,Nefelejcs u.22,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5510,100418,Borda Sándor,Borda Sándor,6646,Tömörkény,Dózsa Gy.u.25.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5511,100419,Bordi Géza,Bordi Géza,6113,Petõfiszállás,T.480.,csak kp-re,30/9405-302,,,,0,,,,42558235242,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5512,100420,Boris Ferenc,Boris Ferenc,6066,Tiszaalpár,Petõfi út 3.,,,,,,0,,1091,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,311,Belföldi követelések,3,,,,,INT,Integrációs,2,T,Termelõ,57,,
5513,100421,Bork Sándor,Bork Sándor,6090,Kunszentmiklós,Széchenyi u.27,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5514,100422,Boros Lajos István,Boros Lajos István,6100,Kiskunfélegyháza,IX. Körzet tanya 11.,30/915-7505,06304568979 b attila,tollas,,,0,nyilvántartási szám: 5780754,,,43837333223,,,,,0,,,,,váll. ig. sz.: ES-420407,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,,,,,,,,
5515,100423,Boros Lajos Istvánné,Boros Lajos Istvánné,6100,Kiskunfélegyháza,IX. Körzet tanya 11.,30/9157-505,30/456-8971,,,,0,,,,78604643123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5516,100424,Boros Sándorné,Boros Sándorné,2750,Nagykõrös,Eötvös u.34.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5517,100425,Borsi János,Borsi János,6647,Csanytelek,Szent L. u22,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5518,100426,Borsos Benõ,Borsos Benõ Szikvizkészitõ,6033,Városföld,Felszabadulásu.50.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
